date,plant,production_line,shift,vehicle_model,planned_production,actual_production,scrap_units,rework_units,downtime_minutes
2024-10-26,Plant-D,Line-2,Shift-C,SUV-A,917,716,25,13,75
2024-03-22,Plant-A,Line-1,Shift-B,SUV-A,940,1141,16,22,106
2024-07-29,Plant-A,Line-2,Shift-A,Offroad-A,809,474,28,33,112
2024-05-29,Plant-A,Line-1,Shift-B,SUV-A,555,511,26,15,1
2024-02-06,Plant-C,Line-2,Shift-A,Utility-A,1174,385,21,17,27
2024-12-17,Plant-D,Line-1,Shift-A,SUV-A,945,353,17,39,53
2024-11-07,Plant-D,Line-3,Shift-B,Utility-A,839,762,4,32,91
2024-12-26,Plant-C,Line-3,Shift-A,Offroad-A,636,436,11,4,75
2024-02-28,Plant-A,Line-2,Shift-B,SUV-B,1049,832,1,38,93
2024-05-10,Plant-A,Line-3,Shift-C,Utility-A,767,1125,41,9,57
2024-07-20,Plant-B,Line-1,Shift-A,SUV-B,456,952,6,21,46
2024-08-30,Plant-B,Line-2,Shift-A,Offroad-A,574,1156,46,32,60
2024-02-04,Plant-B,Line-3,Shift-C,SUV-A,613,407,25,30,103
2024-04-02,Plant-C,Line-3,Shift-A,Utility-A,426,489,38,5,39
2024-07-25,Plant-D,Line-2,Shift-C,Utility-A,518,521,14,35,85
2024-12-18,Plant-B,Line-3,Shift-C,Offroad-A,546,609,47,2,17
2024-11-27,Plant-D,Line-3,Shift-A,Offroad-A,664,844,32,3,13
2024-10-31,Plant-D,Line-2,Shift-C,SUV-A,802,374,46,26,24
2024-12-15,Plant-D,Line-3,Shift-C,SUV-B,657,547,2,37,9
2024-07-31,Plant-C,Line-3,Shift-C,Utility-A,588,928,41,24,99
2024-06-07,Plant-C,Line-3,Shift-A,SUV-B,1142,772,47,36,47
2024-01-24,Plant-C,Line-3,Shift-C,Utility-A,898,467,1,26,47
2024-10-19,Plant-C,Line-2,Shift-B,Utility-A,1109,1141,16,35,60
2024-01-04,Plant-B,Line-1,Shift-B,SUV-A,638,355,0,35,52
2024-08-07,Plant-A,Line-1,Shift-C,Utility-A,726,446,35,6,112
2024-12-29,Plant-A,Line-3,Shift-B,Utility-A,469,421,42,29,8
2024-01-20,Plant-A,Line-3,Shift-A,Offroad-A,1163,781,16,28,10
2024-05-31,Plant-B,Line-1,Shift-C,SUV-A,1104,729,1,39,26
2024-02-19,Plant-A,Line-3,Shift-A,Offroad-A,424,1119,32,4,58
2024-06-25,Plant-B,Line-1,Shift-B,Utility-A,981,899,28,5,57
2024-04-05,Plant-B,Line-2,Shift-B,SUV-A,555,1157,5,6,12
2024-04-14,Plant-B,Line-2,Shift-B,Utility-A,1057,405,42,38,64
2024-09-06,Plant-A,Line-2,Shift-B,SUV-A,618,964,35,31,102
2024-04-26,Plant-D,Line-2,Shift-A,SUV-B,960,452,23,14,10
2024-12-19,Plant-A,Line-2,Shift-C,SUV-B,778,565,10,12,56
2024-08-15,Plant-A,Line-2,Shift-A,SUV-A,593,370,4,17,66
2024-03-06,Plant-C,Line-1,Shift-C,Utility-A,439,976,29,9,65
2024-11-30,Plant-B,Line-3,Shift-B,SUV-A,996,559,9,39,109
2024-09-18,Plant-D,Line-1,Shift-B,Utility-A,742,640,36,10,105
2024-10-21,Plant-C,Line-2,Shift-B,SUV-B,902,1064,26,39,23
2024-08-30,Plant-D,Line-3,Shift-B,Utility-A,849,1184,26,39,83
2024-07-04,Plant-D,Line-3,Shift-A,Offroad-A,735,537,23,1,48
2024-09-02,Plant-B,Line-2,Shift-C,SUV-B,403,500,2,26,39
2024-05-04,Plant-A,Line-2,Shift-C,Offroad-A,1158,540,37,7,78
2024-09-24,Plant-B,Line-2,Shift-B,SUV-B,916,756,25,37,117
2024-05-10,Plant-B,Line-2,Shift-A,SUV-B,896,563,44,15,69
2024-08-24,Plant-C,Line-2,Shift-B,Offroad-A,625,903,47,23,83
2024-01-18,Plant-B,Line-2,Shift-C,SUV-A,549,827,38,22,85
2024-02-09,Plant-A,Line-3,Shift-C,Utility-A,637,543,17,13,1
2024-01-21,Plant-D,Line-2,Shift-A,SUV-B,1059,599,2,26,53
2024-08-12,Plant-B,Line-2,Shift-C,Utility-A,502,942,37,9,14
2024-12-20,Plant-D,Line-3,Shift-A,SUV-B,574,390,41,27,47
2024-10-08,Plant-B,Line-1,Shift-B,Utility-A,860,719,47,24,97
2024-01-08,Plant-D,Line-2,Shift-B,SUV-B,1147,369,24,1,53
2024-04-09,Plant-B,Line-3,Shift-A,SUV-A,433,358,12,32,45
2024-08-27,Plant-C,Line-3,Shift-B,SUV-B,1083,1174,24,34,56
2024-03-27,Plant-D,Line-1,Shift-A,SUV-A,917,985,23,12,54
2024-10-24,Plant-B,Line-2,Shift-B,SUV-B,839,552,40,4,59
2024-01-14,Plant-B,Line-2,Shift-B,Utility-A,684,939,15,4,94
2024-11-29,Plant-C,Line-2,Shift-C,Offroad-A,624,1071,42,21,29
2024-01-02,Plant-C,Line-3,Shift-C,SUV-B,964,367,40,33,27
2024-10-19,Plant-C,Line-2,Shift-A,SUV-B,656,1097,41,0,51
2024-11-20,Plant-D,Line-2,Shift-B,SUV-A,458,668,10,16,96
2024-02-10,Plant-D,Line-2,Shift-B,Utility-A,645,1061,20,8,40
2024-11-13,Plant-C,Line-2,Shift-B,SUV-A,918,631,30,9,112
2024-11-11,Plant-A,Line-1,Shift-C,Utility-A,613,825,14,14,20
2024-04-20,Plant-A,Line-1,Shift-A,Utility-A,989,601,44,28,109
2024-01-14,Plant-B,Line-1,Shift-A,SUV-A,1100,689,48,24,86
2024-08-18,Plant-A,Line-2,Shift-A,Offroad-A,615,1100,35,20,41
2024-03-24,Plant-B,Line-2,Shift-B,Utility-A,802,811,42,16,12
2024-05-09,Plant-D,Line-3,Shift-A,Offroad-A,682,1130,0,26,44
2024-08-18,Plant-D,Line-3,Shift-C,SUV-A,972,980,27,27,89
2024-11-21,Plant-A,Line-3,Shift-C,Offroad-A,972,750,32,22,53
2024-05-24,Plant-D,Line-2,Shift-A,Utility-A,614,720,2,38,18
2024-12-10,Plant-C,Line-1,Shift-B,SUV-A,781,631,14,35,26
2024-01-28,Plant-C,Line-1,Shift-C,Offroad-A,444,739,32,2,39
2024-03-06,Plant-A,Line-1,Shift-C,SUV-A,571,686,31,32,6
2024-06-11,Plant-A,Line-2,Shift-B,SUV-A,620,694,22,6,24
2024-08-16,Plant-B,Line-1,Shift-B,Offroad-A,784,868,25,4,48
2024-09-17,Plant-D,Line-3,Shift-A,Utility-A,494,622,47,25,103
2024-06-12,Plant-B,Line-3,Shift-C,Utility-A,443,602,16,16,35
2024-10-27,Plant-B,Line-1,Shift-C,Utility-A,627,989,8,16,70
2024-10-29,Plant-C,Line-3,Shift-A,Utility-A,973,723,4,2,118
2024-10-13,Plant-C,Line-1,Shift-A,SUV-B,716,953,28,2,83
2024-01-10,Plant-C,Line-1,Shift-C,SUV-A,1130,1167,5,33,23
2024-07-13,Plant-C,Line-3,Shift-C,SUV-A,734,355,46,7,60
2024-04-27,Plant-B,Line-3,Shift-B,SUV-B,1000,763,40,5,91
2024-09-26,Plant-C,Line-3,Shift-B,SUV-A,1023,935,34,36,112
2024-03-20,Plant-D,Line-3,Shift-C,SUV-A,1118,847,20,21,68
2024-04-02,Plant-C,Line-1,Shift-C,Offroad-A,866,405,44,32,51
2024-09-22,Plant-C,Line-3,Shift-B,SUV-B,1114,1156,44,6,35
2024-11-27,Plant-C,Line-3,Shift-A,SUV-A,696,747,22,39,94
2024-12-15,Plant-A,Line-2,Shift-A,SUV-A,944,1171,34,18,50
2024-12-26,Plant-D,Line-3,Shift-C,SUV-B,888,587,45,9,32
2024-09-13,Plant-D,Line-3,Shift-C,SUV-B,614,839,1,22,52
2024-05-12,Plant-B,Line-1,Shift-B,Offroad-A,923,371,41,1,87
2024-10-02,Plant-B,Line-1,Shift-C,Offroad-A,401,790,8,20,73
2024-09-20,Plant-C,Line-2,Shift-A,Utility-A,1060,390,12,23,37
2024-06-19,Plant-A,Line-3,Shift-B,Utility-A,1053,1127,42,12,43
2024-01-01,Plant-B,Line-3,Shift-B,Offroad-A,606,607,33,4,112
2024-11-08,Plant-B,Line-3,Shift-A,SUV-A,740,800,15,17,4
2024-03-04,Plant-C,Line-3,Shift-A,SUV-B,1103,397,4,10,117
2024-10-10,Plant-C,Line-3,Shift-B,Offroad-A,806,1159,0,36,30
2024-04-30,Plant-B,Line-3,Shift-C,Utility-A,705,852,39,31,8
2024-04-16,Plant-B,Line-2,Shift-A,SUV-B,906,488,21,27,31
2024-06-23,Plant-D,Line-3,Shift-B,Utility-A,868,551,47,21,40
2024-07-22,Plant-A,Line-3,Shift-C,SUV-A,1163,1001,45,27,4
2024-06-13,Plant-D,Line-3,Shift-C,SUV-A,1115,858,25,0,50
2024-10-31,Plant-B,Line-2,Shift-B,Utility-A,957,1003,33,5,53
2024-04-29,Plant-D,Line-3,Shift-A,SUV-B,894,635,49,10,90
2024-02-13,Plant-D,Line-2,Shift-C,Utility-A,660,582,20,32,119
2024-11-07,Plant-B,Line-1,Shift-A,SUV-B,977,665,6,15,27
2024-06-04,Plant-C,Line-3,Shift-B,Offroad-A,1061,810,24,12,42
2024-07-25,Plant-B,Line-2,Shift-A,Utility-A,981,1019,11,20,11
2024-04-17,Plant-C,Line-1,Shift-C,Utility-A,763,899,30,38,68
2024-09-07,Plant-B,Line-2,Shift-B,SUV-B,913,936,46,23,71
2024-11-29,Plant-B,Line-2,Shift-C,Offroad-A,940,670,26,26,16
2024-05-09,Plant-B,Line-1,Shift-C,SUV-B,1167,524,21,36,7
2024-10-19,Plant-A,Line-3,Shift-B,SUV-B,972,388,33,2,97
2024-01-20,Plant-C,Line-3,Shift-B,Utility-A,1011,782,16,11,86
2024-10-08,Plant-A,Line-2,Shift-A,Utility-A,854,834,10,6,17
2024-10-11,Plant-B,Line-1,Shift-B,SUV-B,543,934,28,19,114
2024-01-01,Plant-D,Line-3,Shift-A,SUV-A,591,407,33,14,116
2024-04-28,Plant-A,Line-2,Shift-B,SUV-A,752,845,36,0,9
2024-02-04,Plant-C,Line-1,Shift-C,SUV-A,1181,950,48,9,38
2024-07-16,Plant-B,Line-2,Shift-A,Utility-A,698,1134,47,13,40
2024-09-01,Plant-A,Line-1,Shift-B,Utility-A,859,483,25,14,107
2024-02-28,Plant-D,Line-3,Shift-A,Offroad-A,826,1004,44,33,43
2024-11-20,Plant-A,Line-3,Shift-A,Utility-A,1115,858,44,24,68
2024-06-09,Plant-C,Line-2,Shift-A,Offroad-A,1156,956,44,30,42
2024-06-27,Plant-A,Line-3,Shift-C,Utility-A,430,505,31,9,80
2024-07-24,Plant-D,Line-3,Shift-B,SUV-A,731,550,36,36,46
2024-01-12,Plant-D,Line-1,Shift-B,SUV-A,810,848,4,5,74
2024-10-02,Plant-C,Line-3,Shift-A,SUV-B,451,751,19,5,110
2024-06-29,Plant-D,Line-1,Shift-B,SUV-B,783,845,6,27,47
2024-08-29,Plant-B,Line-1,Shift-C,Offroad-A,642,837,42,37,18
2024-08-03,Plant-D,Line-2,Shift-A,Offroad-A,1174,509,22,13,20
2024-09-07,Plant-B,Line-1,Shift-C,SUV-B,1085,560,0,12,107
2024-10-25,Plant-A,Line-3,Shift-C,Offroad-A,1011,802,38,12,2
2024-05-05,Plant-B,Line-1,Shift-B,Utility-A,816,1033,2,9,103
2024-08-04,Plant-B,Line-1,Shift-B,SUV-A,874,419,44,15,55
2024-11-01,Plant-A,Line-2,Shift-A,SUV-B,791,1180,2,38,42
2024-10-11,Plant-D,Line-3,Shift-C,SUV-B,788,663,5,34,0
2024-07-03,Plant-B,Line-3,Shift-B,Utility-A,972,780,30,14,87
2024-02-08,Plant-D,Line-3,Shift-A,Offroad-A,1099,731,26,22,35
2024-08-10,Plant-A,Line-1,Shift-A,SUV-B,868,1006,28,36,5
2024-07-02,Plant-C,Line-3,Shift-B,SUV-B,807,516,14,7,73
2024-06-26,Plant-D,Line-3,Shift-C,Utility-A,918,740,35,25,110
2024-10-20,Plant-D,Line-1,Shift-A,SUV-A,588,668,4,21,103
2024-12-05,Plant-C,Line-2,Shift-B,SUV-B,994,466,2,4,45
2024-05-30,Plant-C,Line-2,Shift-A,SUV-B,750,1046,24,33,97
2024-05-05,Plant-A,Line-1,Shift-B,Utility-A,682,861,31,26,87
2024-10-27,Plant-D,Line-2,Shift-A,SUV-B,1035,552,20,18,22
2024-11-03,Plant-D,Line-2,Shift-C,SUV-B,556,511,47,34,19
2024-12-01,Plant-A,Line-2,Shift-A,SUV-A,998,1170,16,19,52
2024-08-21,Plant-D,Line-3,Shift-B,SUV-B,547,811,8,37,37
2024-01-08,Plant-B,Line-2,Shift-B,Utility-A,469,1199,25,12,34
2024-12-06,Plant-B,Line-3,Shift-B,SUV-A,769,1049,21,17,33
2024-05-08,Plant-B,Line-2,Shift-C,SUV-A,987,904,40,17,109
2024-09-20,Plant-D,Line-3,Shift-B,SUV-A,1025,550,45,0,49
2024-06-05,Plant-B,Line-1,Shift-B,Offroad-A,914,580,22,31,46
2024-12-17,Plant-B,Line-1,Shift-C,Utility-A,633,865,10,24,35
2024-12-23,Plant-A,Line-2,Shift-B,Offroad-A,1078,1101,9,20,15
2024-01-05,Plant-A,Line-3,Shift-B,SUV-B,1010,555,22,26,86
2024-03-26,Plant-C,Line-1,Shift-C,SUV-A,1035,680,4,10,107
2024-06-23,Plant-C,Line-1,Shift-A,Offroad-A,866,955,25,0,48
2024-10-16,Plant-C,Line-1,Shift-B,SUV-B,956,1093,3,18,64
2024-07-11,Plant-C,Line-1,Shift-A,Offroad-A,686,696,42,31,62
2024-11-06,Plant-A,Line-2,Shift-C,SUV-A,1017,698,26,7,51
2024-04-28,Plant-A,Line-3,Shift-B,SUV-B,693,509,37,18,72
2024-08-05,Plant-A,Line-1,Shift-B,SUV-A,880,974,33,15,75
2024-04-23,Plant-B,Line-2,Shift-C,SUV-A,533,601,2,34,59
2024-05-24,Plant-B,Line-1,Shift-B,Offroad-A,407,571,49,1,100
2024-01-26,Plant-C,Line-1,Shift-A,Utility-A,427,955,31,11,16
2024-05-15,Plant-B,Line-1,Shift-A,SUV-B,1182,743,25,28,66
2024-10-29,Plant-D,Line-1,Shift-C,SUV-B,1134,745,17,9,37
2024-08-19,Plant-A,Line-2,Shift-B,Utility-A,919,516,6,21,28
2024-03-16,Plant-C,Line-3,Shift-B,SUV-B,709,801,44,33,30
2024-11-23,Plant-C,Line-2,Shift-C,Offroad-A,1045,487,12,20,98
2024-12-10,Plant-D,Line-2,Shift-A,SUV-B,940,559,5,36,58
2024-10-28,Plant-B,Line-2,Shift-A,Offroad-A,1026,1117,34,4,53
2024-10-15,Plant-C,Line-1,Shift-C,SUV-B,893,934,30,5,101
2024-01-01,Plant-B,Line-3,Shift-B,Offroad-A,433,563,41,31,52
2024-05-26,Plant-B,Line-1,Shift-A,Utility-A,406,1127,36,2,25
2024-10-13,Plant-D,Line-2,Shift-B,SUV-B,439,709,42,9,12
2024-05-21,Plant-C,Line-1,Shift-A,Offroad-A,729,1012,3,4,116
2024-02-22,Plant-B,Line-3,Shift-B,SUV-A,461,584,41,23,56
2024-10-30,Plant-B,Line-3,Shift-A,SUV-A,485,1077,3,19,18
2024-03-09,Plant-D,Line-1,Shift-B,SUV-A,1124,746,44,36,95
2024-12-26,Plant-D,Line-2,Shift-C,SUV-B,515,653,7,30,110
2024-03-30,Plant-B,Line-1,Shift-A,Offroad-A,976,458,37,16,26
2024-08-07,Plant-D,Line-2,Shift-C,SUV-A,696,1161,10,23,102
2024-07-10,Plant-B,Line-3,Shift-A,SUV-B,778,1181,1,17,12
2024-03-03,Plant-C,Line-1,Shift-A,Offroad-A,1081,1157,17,25,51
2024-03-13,Plant-A,Line-3,Shift-A,SUV-A,1027,739,17,6,97
2024-06-09,Plant-D,Line-2,Shift-B,SUV-A,721,469,21,13,63
2024-06-17,Plant-A,Line-2,Shift-A,SUV-B,1027,1189,11,1,57
2024-03-29,Plant-B,Line-1,Shift-C,Offroad-A,1132,959,16,29,18
2024-06-24,Plant-B,Line-1,Shift-B,SUV-B,794,559,16,16,82
2024-09-25,Plant-B,Line-1,Shift-B,SUV-A,756,776,35,19,2
2024-03-13,Plant-A,Line-3,Shift-A,SUV-B,961,893,28,9,66
2024-09-01,Plant-B,Line-2,Shift-B,SUV-B,818,679,48,23,25
2024-03-17,Plant-D,Line-2,Shift-A,SUV-A,877,575,15,11,5
2024-06-07,Plant-C,Line-3,Shift-C,SUV-A,735,1076,40,26,12
2024-11-19,Plant-C,Line-1,Shift-B,Offroad-A,990,984,10,14,109
2024-04-07,Plant-D,Line-1,Shift-B,Offroad-A,419,496,43,8,101
2024-04-11,Plant-C,Line-3,Shift-C,SUV-A,811,689,42,17,26
2024-05-11,Plant-A,Line-2,Shift-C,SUV-A,948,913,44,6,104
2024-04-11,Plant-B,Line-2,Shift-A,Utility-A,658,529,21,27,87
2024-01-19,Plant-B,Line-2,Shift-B,Utility-A,1004,639,29,35,9
2024-03-22,Plant-B,Line-2,Shift-C,Offroad-A,1098,536,7,2,15
2024-10-05,Plant-A,Line-3,Shift-B,SUV-B,756,835,45,15,22
2024-12-04,Plant-A,Line-2,Shift-C,SUV-A,600,686,17,35,46
2024-12-30,Plant-A,Line-3,Shift-B,SUV-A,810,457,45,3,11
2024-11-26,Plant-D,Line-1,Shift-C,SUV-B,687,475,15,34,27
2024-05-08,Plant-A,Line-3,Shift-B,Offroad-A,447,1122,46,8,76
2024-12-09,Plant-C,Line-2,Shift-A,Utility-A,1164,1055,19,11,17
2024-11-05,Plant-D,Line-1,Shift-B,Offroad-A,957,1158,38,9,57
2024-03-29,Plant-D,Line-3,Shift-A,SUV-B,769,383,7,1,1
2024-07-31,Plant-D,Line-3,Shift-A,SUV-A,630,787,29,18,45
2024-05-22,Plant-A,Line-3,Shift-A,Utility-A,494,625,37,12,16
2024-03-05,Plant-D,Line-1,Shift-B,SUV-B,702,843,28,32,86
2024-03-16,Plant-A,Line-3,Shift-B,SUV-A,617,531,12,0,63
2024-07-17,Plant-A,Line-2,Shift-A,Offroad-A,951,588,16,27,86
2024-05-22,Plant-D,Line-1,Shift-C,Utility-A,786,1183,39,39,64
2024-11-11,Plant-B,Line-1,Shift-B,SUV-A,1114,697,42,5,53
2024-04-02,Plant-B,Line-3,Shift-B,SUV-A,1027,495,16,2,42
2024-10-31,Plant-D,Line-2,Shift-B,SUV-A,490,393,8,24,77
2024-08-11,Plant-B,Line-1,Shift-B,SUV-A,457,1165,1,15,75
2024-10-17,Plant-C,Line-3,Shift-A,SUV-A,833,848,41,3,54
2024-04-11,Plant-C,Line-2,Shift-C,Offroad-A,921,1152,23,7,13
2024-09-23,Plant-A,Line-3,Shift-C,SUV-B,1167,644,20,38,112
2024-12-20,Plant-B,Line-3,Shift-C,Utility-A,1160,1120,45,15,43
2024-04-19,Plant-C,Line-1,Shift-C,Offroad-A,882,880,1,37,37
2024-11-25,Plant-D,Line-1,Shift-A,Utility-A,766,1076,4,22,57
2024-09-21,Plant-B,Line-3,Shift-B,SUV-A,806,560,16,5,104
2024-01-03,Plant-C,Line-1,Shift-B,SUV-B,917,751,23,15,107
2024-03-25,Plant-C,Line-1,Shift-A,SUV-A,730,580,7,15,48
2024-10-08,Plant-D,Line-2,Shift-B,Offroad-A,1099,688,29,22,15
2024-11-23,Plant-A,Line-2,Shift-A,Offroad-A,634,354,49,15,97
2024-10-30,Plant-D,Line-3,Shift-C,Utility-A,810,660,21,35,81
2024-04-26,Plant-A,Line-3,Shift-A,SUV-A,582,1130,23,11,111
2024-08-08,Plant-C,Line-3,Shift-B,SUV-A,686,511,25,36,73
2024-06-02,Plant-A,Line-3,Shift-B,SUV-B,522,565,7,8,82
2024-06-01,Plant-C,Line-2,Shift-B,SUV-B,557,1135,11,17,29
2024-01-12,Plant-C,Line-1,Shift-C,SUV-A,722,1185,13,8,67
2024-05-12,Plant-B,Line-2,Shift-A,Utility-A,412,961,29,20,70
2024-10-30,Plant-A,Line-3,Shift-A,SUV-B,965,520,34,0,79
2024-10-19,Plant-A,Line-3,Shift-B,SUV-A,1188,601,30,22,114
2024-10-26,Plant-A,Line-2,Shift-A,SUV-A,954,1030,27,4,118
2024-08-15,Plant-D,Line-2,Shift-B,SUV-A,1178,387,45,18,36
2024-09-27,Plant-B,Line-3,Shift-A,Offroad-A,1020,577,26,34,68
2024-02-12,Plant-B,Line-1,Shift-C,Utility-A,1077,986,35,32,118
2024-12-08,Plant-B,Line-3,Shift-C,SUV-A,1017,627,0,17,54
2024-11-21,Plant-D,Line-2,Shift-A,SUV-A,962,634,40,39,38
2024-10-28,Plant-A,Line-3,Shift-C,SUV-A,603,859,13,13,56
2024-12-29,Plant-A,Line-3,Shift-C,SUV-B,701,998,9,19,48
2024-01-21,Plant-A,Line-1,Shift-C,SUV-A,442,715,49,12,96
2024-04-16,Plant-B,Line-3,Shift-B,Offroad-A,1194,969,41,15,62
2024-12-01,Plant-B,Line-3,Shift-A,Offroad-A,996,417,6,30,98
2024-10-29,Plant-C,Line-3,Shift-A,Utility-A,1128,453,39,38,111
2024-04-26,Plant-D,Line-2,Shift-B,SUV-A,1069,750,13,34,117
2024-05-03,Plant-D,Line-2,Shift-B,SUV-A,905,595,35,19,33
2024-10-07,Plant-B,Line-1,Shift-C,SUV-A,1038,1026,26,0,56
2024-10-18,Plant-C,Line-3,Shift-A,Offroad-A,590,541,10,39,96
2024-07-21,Plant-A,Line-2,Shift-B,SUV-B,1177,1056,41,12,61
2024-02-20,Plant-B,Line-1,Shift-C,SUV-B,459,993,48,6,116
2024-09-27,Plant-D,Line-3,Shift-A,SUV-A,1194,645,36,21,38
2024-11-19,Plant-D,Line-1,Shift-C,SUV-B,865,493,41,6,73
2024-10-03,Plant-D,Line-1,Shift-A,Utility-A,778,1080,9,19,66
2024-05-20,Plant-A,Line-1,Shift-C,Offroad-A,828,375,6,36,61
2024-10-01,Plant-D,Line-1,Shift-A,SUV-A,461,600,16,35,113
2024-10-16,Plant-A,Line-1,Shift-A,SUV-B,701,956,11,3,28
2024-11-29,Plant-A,Line-1,Shift-A,SUV-A,1037,1061,36,5,98
2024-02-21,Plant-A,Line-1,Shift-A,SUV-A,571,964,36,2,30
2024-01-27,Plant-B,Line-3,Shift-C,Offroad-A,904,542,35,2,59
2024-06-05,Plant-A,Line-3,Shift-B,Offroad-A,462,730,6,2,38
2024-08-26,Plant-C,Line-1,Shift-A,SUV-B,1171,351,23,35,78
2024-06-04,Plant-D,Line-3,Shift-A,Offroad-A,415,1108,33,8,0
2024-10-17,Plant-B,Line-1,Shift-A,Utility-A,1090,952,0,15,55
2024-05-15,Plant-D,Line-3,Shift-A,SUV-A,500,394,28,15,82
2024-05-23,Plant-A,Line-2,Shift-C,Offroad-A,575,352,25,11,100
2024-04-15,Plant-B,Line-1,Shift-B,SUV-B,592,1197,9,37,57
2024-06-06,Plant-C,Line-2,Shift-B,SUV-B,672,798,0,19,90
2024-05-25,Plant-A,Line-1,Shift-B,SUV-B,866,925,44,30,20
2024-01-02,Plant-D,Line-1,Shift-C,Utility-A,1172,484,16,29,53
2024-03-17,Plant-C,Line-2,Shift-B,Offroad-A,574,640,40,20,70
2024-05-11,Plant-A,Line-2,Shift-C,Offroad-A,633,627,35,2,42
2024-03-30,Plant-C,Line-2,Shift-C,Utility-A,615,525,8,20,96
2024-12-10,Plant-A,Line-1,Shift-A,Offroad-A,890,631,38,27,53
2024-12-15,Plant-B,Line-2,Shift-C,Offroad-A,816,469,22,27,1
2024-09-19,Plant-A,Line-2,Shift-B,Offroad-A,1158,1123,28,4,13
2024-12-16,Plant-B,Line-3,Shift-B,Utility-A,932,523,1,6,105
2024-04-17,Plant-A,Line-3,Shift-B,Utility-A,850,788,17,4,2
2024-03-14,Plant-A,Line-2,Shift-A,SUV-B,1154,808,27,8,13
2024-02-08,Plant-D,Line-2,Shift-A,Utility-A,1199,979,46,20,4
2024-06-07,Plant-C,Line-2,Shift-A,Utility-A,679,690,41,19,80
2024-03-11,Plant-C,Line-2,Shift-C,SUV-B,643,1046,48,37,38
2024-11-07,Plant-C,Line-3,Shift-B,Utility-A,1074,1104,6,39,0
2024-08-28,Plant-A,Line-1,Shift-C,Offroad-A,545,1075,10,36,119
2024-10-24,Plant-A,Line-2,Shift-C,SUV-A,466,470,6,16,42
2024-02-05,Plant-A,Line-2,Shift-B,SUV-B,502,924,42,27,91
2024-03-24,Plant-B,Line-3,Shift-A,SUV-A,709,1010,23,30,101
2024-09-19,Plant-B,Line-2,Shift-B,SUV-A,1036,842,14,32,111
2024-11-05,Plant-D,Line-2,Shift-C,SUV-B,516,625,30,31,58
2024-06-20,Plant-A,Line-3,Shift-C,SUV-A,871,378,18,31,77
2024-06-21,Plant-C,Line-2,Shift-A,SUV-A,1162,1160,9,22,80
2024-12-27,Plant-C,Line-2,Shift-C,SUV-B,720,1086,47,20,14
2024-02-16,Plant-D,Line-3,Shift-C,SUV-B,834,1034,7,24,45
2024-05-20,Plant-C,Line-1,Shift-B,Offroad-A,769,593,0,32,6
2024-04-27,Plant-D,Line-2,Shift-A,SUV-B,1137,670,1,2,41
2024-10-03,Plant-A,Line-2,Shift-B,Utility-A,1099,992,28,5,114
2024-08-01,Plant-C,Line-1,Shift-B,SUV-A,586,701,41,27,6
2024-08-07,Plant-A,Line-3,Shift-B,SUV-B,987,881,9,1,46
2024-01-26,Plant-B,Line-1,Shift-C,Offroad-A,1184,430,41,31,87
2024-01-09,Plant-C,Line-2,Shift-C,SUV-B,868,642,8,25,89
2024-09-27,Plant-B,Line-1,Shift-A,SUV-A,1060,643,49,4,77
2024-01-10,Plant-C,Line-3,Shift-C,SUV-B,1106,846,30,10,110
2024-04-30,Plant-A,Line-2,Shift-A,SUV-A,1195,807,31,9,18
2024-05-04,Plant-D,Line-3,Shift-B,SUV-B,872,1096,1,14,52
2024-06-18,Plant-A,Line-3,Shift-B,Offroad-A,955,1162,23,17,89
2024-03-12,Plant-A,Line-1,Shift-C,Utility-A,853,1082,36,13,15
2024-05-31,Plant-A,Line-1,Shift-C,Offroad-A,845,1031,42,27,97
2024-07-26,Plant-C,Line-3,Shift-A,SUV-B,1081,907,5,29,61
2024-02-18,Plant-D,Line-3,Shift-C,SUV-A,493,409,7,12,65
2024-06-02,Plant-B,Line-2,Shift-C,Offroad-A,1135,957,39,19,64
2024-12-12,Plant-A,Line-3,Shift-C,Utility-A,1189,1130,24,1,111
2024-10-19,Plant-C,Line-3,Shift-B,Utility-A,437,892,41,24,50
2024-03-08,Plant-B,Line-1,Shift-C,SUV-A,1181,729,42,11,35
2024-02-19,Plant-A,Line-3,Shift-C,SUV-B,881,673,24,24,34
2024-05-31,Plant-B,Line-3,Shift-B,Offroad-A,1146,977,45,3,106
2024-01-19,Plant-A,Line-1,Shift-B,Offroad-A,510,411,10,11,23
2024-04-09,Plant-B,Line-2,Shift-B,SUV-A,809,495,34,6,112
2024-02-29,Plant-B,Line-1,Shift-B,Offroad-A,567,1192,0,37,68
2024-06-15,Plant-D,Line-1,Shift-C,SUV-A,965,711,22,39,118
2024-07-20,Plant-D,Line-3,Shift-C,SUV-A,796,402,2,31,28
2024-12-10,Plant-A,Line-3,Shift-C,SUV-B,526,751,40,5,104
2024-05-25,Plant-C,Line-2,Shift-A,SUV-A,1186,912,0,26,0
2024-06-12,Plant-D,Line-3,Shift-B,Offroad-A,441,1030,43,34,56
2024-08-29,Plant-B,Line-2,Shift-C,SUV-A,440,1056,11,20,8
2024-03-09,Plant-D,Line-2,Shift-C,Offroad-A,961,798,37,19,99
2024-06-23,Plant-D,Line-2,Shift-C,SUV-A,886,432,39,18,79
