claim_date,vehicle_model,plant,supplier,part_name,failure_mode,claim_count,repair_cost,vehicle_age_months,region
2024-02-29,Offroad-A,Plant-C,Supplier-Alpha,Dashboard Panel,Surface Damage,3,17334,7,North
2024-07-31,SUV-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Material Failure,2,15208,4,East
2024-03-03,Offroad-A,Plant-D,Supplier-Delta,Front Bumper,Fitment Issue,3,11492,23,East
2024-10-06,SUV-B,Plant-B,Supplier-Delta,Fender Cladding,Material Failure,3,3079,29,East
2024-07-11,Utility-A,Plant-C,Supplier-Beta,Door Trim,Crack,7,24038,35,East
2024-01-29,Utility-A,Plant-C,Supplier-Alpha,Dashboard Panel,Noise,7,7893,16,South
2024-01-01,SUV-B,Plant-B,Supplier-Beta,Dashboard Panel,Surface Damage,6,16053,18,South
2024-03-13,Utility-A,Plant-A,Supplier-Delta,Wheel Arch Cladding,Noise,2,13899,31,East
2024-10-03,SUV-B,Plant-B,Supplier-Alpha,Fender Cladding,Material Failure,5,20338,11,North
2024-07-24,Utility-A,Plant-D,Supplier-Delta,Fender Cladding,Fitment Issue,6,10186,23,West
2024-06-04,SUV-A,Plant-A,Supplier-Delta,Door Trim,Noise,2,21844,23,West
2024-05-25,Utility-A,Plant-D,Supplier-Beta,Fender Cladding,Surface Damage,1,21025,12,South
2024-12-18,Offroad-A,Plant-C,Supplier-Gamma,Rear Bumper,Crack,1,4900,3,West
2024-02-21,SUV-A,Plant-A,Supplier-Beta,Door Trim,Noise,7,15134,20,East
2024-11-17,Utility-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Material Failure,4,7372,23,East
2024-04-24,SUV-A,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Material Failure,1,20630,35,South
2024-08-13,SUV-A,Plant-D,Supplier-Alpha,Front Bumper,Noise,6,8619,33,West
2024-03-28,Offroad-A,Plant-A,Supplier-Gamma,Rear Bumper,Material Failure,1,24498,2,North
2024-03-02,Offroad-A,Plant-D,Supplier-Beta,Dashboard Panel,Noise,7,12886,24,East
2024-01-19,SUV-B,Plant-A,Supplier-Delta,Rear Bumper,Noise,2,3425,19,North
2024-09-14,SUV-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,7,9891,25,East
2024-07-16,Utility-A,Plant-D,Supplier-Beta,Fender Cladding,Material Failure,2,23977,5,East
2024-11-06,Offroad-A,Plant-C,Supplier-Alpha,Dashboard Panel,Fitment Issue,5,8241,10,West
2024-03-19,SUV-A,Plant-B,Supplier-Delta,Rear Bumper,Material Failure,1,4278,29,North
2024-01-11,SUV-B,Plant-B,Supplier-Beta,Rear Bumper,Fitment Issue,5,18612,8,South
2024-05-23,SUV-B,Plant-A,Supplier-Delta,Fender Cladding,Crack,5,12319,18,North
2024-08-31,SUV-A,Plant-D,Supplier-Gamma,Door Trim,Material Failure,1,6600,29,North
2024-03-25,SUV-B,Plant-B,Supplier-Delta,Fender Cladding,Fitment Issue,2,17638,13,West
2024-01-27,Utility-A,Plant-B,Supplier-Delta,Front Bumper,Crack,3,5937,33,East
2024-10-04,Utility-A,Plant-D,Supplier-Beta,Front Bumper,Crack,7,24290,1,South
2024-01-03,Utility-A,Plant-B,Supplier-Delta,Dashboard Panel,Crack,3,22617,18,North
2024-09-15,Utility-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,3,8321,16,South
2024-08-30,Offroad-A,Plant-B,Supplier-Beta,Door Trim,Crack,5,3825,24,South
2024-02-12,Utility-A,Plant-C,Supplier-Alpha,Rear Bumper,Surface Damage,7,14391,30,South
2024-07-16,Offroad-A,Plant-D,Supplier-Beta,Dashboard Panel,Material Failure,3,20866,6,North
2024-03-29,Offroad-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Surface Damage,6,21271,35,East
2024-08-20,Offroad-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Surface Damage,4,11522,25,South
2024-10-19,SUV-B,Plant-D,Supplier-Beta,Dashboard Panel,Material Failure,4,16292,18,East
2024-12-15,Offroad-A,Plant-B,Supplier-Alpha,Dashboard Panel,Surface Damage,6,17808,5,East
2024-02-08,SUV-B,Plant-C,Supplier-Gamma,Rear Bumper,Crack,5,13888,11,North
2024-11-16,Utility-A,Plant-B,Supplier-Beta,Rear Bumper,Noise,2,4729,35,North
2024-06-11,SUV-B,Plant-A,Supplier-Gamma,Fender Cladding,Surface Damage,1,16971,10,North
2024-10-25,SUV-A,Plant-D,Supplier-Beta,Front Bumper,Material Failure,7,24865,18,North
2024-01-21,SUV-B,Plant-C,Supplier-Delta,Rear Bumper,Fitment Issue,7,9994,23,East
2024-01-10,SUV-A,Plant-B,Supplier-Alpha,Fender Cladding,Fitment Issue,5,4608,24,West
2024-02-14,SUV-B,Plant-A,Supplier-Gamma,Front Bumper,Crack,3,20734,32,West
2024-04-02,Offroad-A,Plant-A,Supplier-Gamma,Door Trim,Surface Damage,1,5992,33,East
2024-01-03,SUV-A,Plant-A,Supplier-Delta,Door Trim,Noise,6,13844,8,West
2024-02-12,SUV-B,Plant-B,Supplier-Alpha,Door Trim,Fitment Issue,2,14586,15,North
2024-06-28,Utility-A,Plant-C,Supplier-Beta,Rear Bumper,Noise,3,20285,32,East
2024-10-23,SUV-B,Plant-B,Supplier-Beta,Front Bumper,Crack,6,22621,31,West
2024-04-16,SUV-A,Plant-C,Supplier-Beta,Dashboard Panel,Material Failure,4,23483,4,North
2024-07-23,Utility-A,Plant-D,Supplier-Beta,Front Bumper,Material Failure,4,24553,14,East
2024-09-21,SUV-A,Plant-C,Supplier-Gamma,Door Trim,Crack,5,11946,14,East
2024-05-03,Offroad-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Noise,2,24839,13,North
2024-04-22,Offroad-A,Plant-A,Supplier-Delta,Front Bumper,Noise,7,2977,31,North
2024-02-16,SUV-B,Plant-A,Supplier-Delta,Front Bumper,Noise,7,20641,18,East
2024-06-04,SUV-B,Plant-B,Supplier-Delta,Fender Cladding,Crack,5,24733,20,West
2024-10-10,SUV-B,Plant-D,Supplier-Alpha,Door Trim,Fitment Issue,6,16008,24,East
2024-11-26,SUV-B,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,2,13509,16,North
2024-08-23,SUV-A,Plant-A,Supplier-Alpha,Fender Cladding,Surface Damage,5,24342,11,East
2024-12-15,SUV-A,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Material Failure,1,6356,22,South
2024-05-18,SUV-B,Plant-D,Supplier-Alpha,Dashboard Panel,Material Failure,5,12288,16,South
2024-10-11,SUV-B,Plant-B,Supplier-Delta,Wheel Arch Cladding,Surface Damage,7,19511,3,West
2024-08-29,Offroad-A,Plant-C,Supplier-Gamma,Dashboard Panel,Noise,7,23052,14,South
2024-09-05,SUV-B,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Crack,1,9167,35,North
2024-07-22,Offroad-A,Plant-C,Supplier-Alpha,Rear Bumper,Material Failure,2,17310,19,West
2024-07-18,Offroad-A,Plant-B,Supplier-Gamma,Front Bumper,Noise,1,2304,11,North
2024-02-26,SUV-B,Plant-C,Supplier-Gamma,Front Bumper,Fitment Issue,1,10289,34,South
2024-03-14,SUV-A,Plant-B,Supplier-Gamma,Fender Cladding,Noise,5,13332,14,East
2024-04-28,Offroad-A,Plant-A,Supplier-Beta,Dashboard Panel,Surface Damage,1,24595,2,East
2024-02-28,Offroad-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Crack,3,16464,14,North
2024-10-17,SUV-B,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Material Failure,3,8409,26,North
2024-10-18,SUV-A,Plant-D,Supplier-Delta,Front Bumper,Surface Damage,2,4684,13,West
2024-11-28,Utility-A,Plant-A,Supplier-Beta,Dashboard Panel,Fitment Issue,3,19084,19,North
2024-02-27,Offroad-A,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,5,12784,14,South
2024-08-06,SUV-B,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Crack,1,16938,25,South
2024-08-19,SUV-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Material Failure,1,19623,11,West
2024-09-14,SUV-A,Plant-C,Supplier-Delta,Door Trim,Fitment Issue,2,10690,35,South
2024-10-10,SUV-A,Plant-D,Supplier-Gamma,Door Trim,Surface Damage,7,15495,34,West
2024-11-21,Offroad-A,Plant-D,Supplier-Beta,Door Trim,Fitment Issue,1,9530,4,North
2024-03-03,Utility-A,Plant-A,Supplier-Gamma,Dashboard Panel,Material Failure,1,2091,33,South
2024-06-28,SUV-A,Plant-A,Supplier-Delta,Dashboard Panel,Noise,1,15493,10,West
2024-11-11,Offroad-A,Plant-A,Supplier-Alpha,Fender Cladding,Fitment Issue,2,4241,23,East
2024-08-18,SUV-B,Plant-B,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,3,7562,8,South
2024-12-11,SUV-A,Plant-C,Supplier-Gamma,Door Trim,Fitment Issue,6,3196,12,North
2024-06-12,Offroad-A,Plant-A,Supplier-Gamma,Door Trim,Noise,3,4840,18,South
2024-12-25,Utility-A,Plant-C,Supplier-Alpha,Rear Bumper,Material Failure,4,10450,3,West
2024-07-28,SUV-A,Plant-A,Supplier-Gamma,Fender Cladding,Surface Damage,5,15766,4,South
2024-02-12,Utility-A,Plant-B,Supplier-Gamma,Door Trim,Material Failure,4,23592,21,East
2024-05-12,Offroad-A,Plant-A,Supplier-Alpha,Door Trim,Crack,2,14878,9,West
2024-08-05,SUV-B,Plant-C,Supplier-Delta,Door Trim,Surface Damage,2,23048,28,West
2024-07-21,Offroad-A,Plant-A,Supplier-Delta,Rear Bumper,Noise,6,4627,15,West
2024-06-26,Utility-A,Plant-C,Supplier-Beta,Rear Bumper,Crack,3,3153,27,South
2024-09-28,Utility-A,Plant-D,Supplier-Gamma,Fender Cladding,Fitment Issue,6,21461,4,South
2024-02-21,SUV-B,Plant-C,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,6,22600,26,West
2024-03-11,SUV-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Material Failure,1,9906,2,North
2024-01-03,Offroad-A,Plant-A,Supplier-Delta,Dashboard Panel,Noise,4,15436,21,East
2024-03-29,SUV-B,Plant-D,Supplier-Gamma,Fender Cladding,Noise,2,2374,18,East
2024-02-20,SUV-A,Plant-C,Supplier-Beta,Dashboard Panel,Fitment Issue,5,24074,2,West
2024-06-08,SUV-B,Plant-D,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,4,5093,7,South
2024-05-12,Utility-A,Plant-B,Supplier-Delta,Front Bumper,Noise,5,15747,20,East
2024-09-03,SUV-A,Plant-D,Supplier-Alpha,Dashboard Panel,Noise,6,15532,16,North
2024-06-19,SUV-B,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Material Failure,5,7360,14,East
2024-07-29,Offroad-A,Plant-C,Supplier-Gamma,Rear Bumper,Fitment Issue,7,23485,32,West
2024-06-07,SUV-B,Plant-B,Supplier-Delta,Rear Bumper,Noise,3,8057,15,West
2024-05-29,SUV-A,Plant-A,Supplier-Alpha,Door Trim,Crack,3,7958,30,South
2024-02-28,SUV-B,Plant-A,Supplier-Alpha,Rear Bumper,Crack,5,15039,7,South
2024-11-03,SUV-B,Plant-A,Supplier-Alpha,Front Bumper,Crack,4,17844,24,South
2024-02-16,Offroad-A,Plant-A,Supplier-Delta,Front Bumper,Surface Damage,3,20210,17,North
2024-12-26,SUV-A,Plant-A,Supplier-Gamma,Front Bumper,Crack,4,18188,17,North
2024-10-31,SUV-A,Plant-D,Supplier-Alpha,Door Trim,Noise,3,3400,5,East
2024-11-07,Utility-A,Plant-A,Supplier-Beta,Wheel Arch Cladding,Surface Damage,1,15657,1,South
2024-01-31,SUV-B,Plant-D,Supplier-Delta,Door Trim,Fitment Issue,2,15253,21,North
2024-09-03,SUV-A,Plant-C,Supplier-Delta,Rear Bumper,Noise,1,14207,30,West
2024-07-05,SUV-A,Plant-C,Supplier-Delta,Front Bumper,Crack,1,13566,4,North
2024-08-22,SUV-A,Plant-B,Supplier-Alpha,Door Trim,Fitment Issue,2,2199,5,East
2024-11-21,Offroad-A,Plant-A,Supplier-Gamma,Dashboard Panel,Crack,3,8089,21,South
2024-11-27,Offroad-A,Plant-D,Supplier-Gamma,Door Trim,Material Failure,3,5373,20,East
2024-06-19,Offroad-A,Plant-A,Supplier-Beta,Front Bumper,Surface Damage,1,24217,20,South
2024-03-21,SUV-A,Plant-D,Supplier-Beta,Fender Cladding,Fitment Issue,3,11298,17,West
2024-11-25,Offroad-A,Plant-C,Supplier-Gamma,Front Bumper,Crack,5,22767,9,West
2024-12-30,SUV-A,Plant-B,Supplier-Gamma,Fender Cladding,Material Failure,5,24925,32,South
2024-01-05,Offroad-A,Plant-B,Supplier-Gamma,Front Bumper,Surface Damage,3,3047,23,East
2024-01-04,SUV-B,Plant-B,Supplier-Delta,Wheel Arch Cladding,Crack,5,3297,20,North
2024-05-22,SUV-A,Plant-A,Supplier-Delta,Fender Cladding,Noise,7,2502,9,South
2024-11-07,Utility-A,Plant-D,Supplier-Gamma,Fender Cladding,Material Failure,2,3909,26,West
2024-05-15,SUV-B,Plant-A,Supplier-Beta,Dashboard Panel,Fitment Issue,1,3347,17,South
2024-09-28,SUV-B,Plant-B,Supplier-Gamma,Door Trim,Crack,3,5484,20,North
2024-09-11,SUV-B,Plant-A,Supplier-Beta,Fender Cladding,Fitment Issue,6,7250,31,North
2024-07-30,Utility-A,Plant-A,Supplier-Delta,Rear Bumper,Noise,1,5152,18,East
2024-10-06,Utility-A,Plant-A,Supplier-Gamma,Door Trim,Fitment Issue,2,2838,21,West
2024-09-07,Utility-A,Plant-A,Supplier-Beta,Door Trim,Material Failure,1,5580,27,North
2024-11-06,Offroad-A,Plant-D,Supplier-Gamma,Dashboard Panel,Surface Damage,3,15949,26,North
2024-06-30,Offroad-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Crack,2,16821,15,East
2024-07-27,SUV-B,Plant-B,Supplier-Delta,Door Trim,Surface Damage,6,6556,31,East
2024-11-20,Utility-A,Plant-B,Supplier-Delta,Door Trim,Crack,2,8929,19,West
2024-07-24,SUV-B,Plant-C,Supplier-Alpha,Rear Bumper,Fitment Issue,7,4173,4,East
2024-08-25,SUV-B,Plant-D,Supplier-Delta,Door Trim,Fitment Issue,5,9253,7,South
2024-11-11,Utility-A,Plant-A,Supplier-Gamma,Fender Cladding,Material Failure,3,11388,17,South
2024-06-07,Offroad-A,Plant-D,Supplier-Beta,Dashboard Panel,Fitment Issue,2,20059,10,West
2024-01-20,SUV-B,Plant-A,Supplier-Gamma,Dashboard Panel,Noise,2,5110,14,South
2024-02-23,SUV-B,Plant-A,Supplier-Gamma,Wheel Arch Cladding,Material Failure,6,4993,18,North
2024-08-31,SUV-A,Plant-C,Supplier-Alpha,Dashboard Panel,Crack,7,6797,9,North
2024-06-10,Utility-A,Plant-C,Supplier-Gamma,Dashboard Panel,Fitment Issue,6,22150,16,East
2024-07-22,SUV-B,Plant-C,Supplier-Alpha,Rear Bumper,Crack,1,23933,9,East
2024-08-19,Utility-A,Plant-C,Supplier-Gamma,Dashboard Panel,Fitment Issue,5,20525,11,West
2024-12-01,SUV-A,Plant-A,Supplier-Alpha,Front Bumper,Material Failure,7,19771,27,South
2024-07-11,Utility-A,Plant-A,Supplier-Delta,Front Bumper,Noise,1,24395,30,West
2024-05-23,SUV-A,Plant-D,Supplier-Alpha,Front Bumper,Crack,7,15278,14,South
2024-11-21,SUV-A,Plant-A,Supplier-Alpha,Rear Bumper,Surface Damage,7,14355,14,North
2024-07-30,Offroad-A,Plant-D,Supplier-Gamma,Front Bumper,Fitment Issue,2,12914,29,South
2024-10-17,SUV-B,Plant-D,Supplier-Delta,Fender Cladding,Material Failure,7,6495,11,East
2024-04-14,SUV-B,Plant-C,Supplier-Alpha,Front Bumper,Crack,2,19497,15,West
2024-05-10,Utility-A,Plant-D,Supplier-Gamma,Front Bumper,Material Failure,1,3171,14,South
2024-10-03,Utility-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Crack,1,6227,27,East
2024-11-29,SUV-A,Plant-B,Supplier-Gamma,Front Bumper,Noise,2,14383,3,South
2024-10-04,SUV-A,Plant-A,Supplier-Gamma,Front Bumper,Fitment Issue,2,2898,12,West
2024-05-21,Utility-A,Plant-B,Supplier-Beta,Door Trim,Crack,5,14916,14,East
2024-12-10,Utility-A,Plant-C,Supplier-Alpha,Fender Cladding,Surface Damage,7,20802,17,West
2024-03-07,Utility-A,Plant-C,Supplier-Gamma,Rear Bumper,Fitment Issue,2,22273,17,East
2024-07-15,SUV-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,6,9733,34,East
2024-02-28,Utility-A,Plant-A,Supplier-Gamma,Rear Bumper,Material Failure,2,21895,30,North
2024-08-21,SUV-A,Plant-B,Supplier-Delta,Front Bumper,Fitment Issue,3,2372,23,West
2024-06-24,SUV-B,Plant-A,Supplier-Alpha,Door Trim,Crack,7,10833,25,West
2024-04-11,SUV-B,Plant-D,Supplier-Delta,Front Bumper,Noise,4,3220,32,North
2024-02-06,SUV-A,Plant-C,Supplier-Alpha,Front Bumper,Crack,4,19933,23,North
2024-11-19,SUV-A,Plant-D,Supplier-Beta,Dashboard Panel,Fitment Issue,2,4859,16,East
2024-03-25,SUV-A,Plant-B,Supplier-Gamma,Dashboard Panel,Surface Damage,5,17263,32,West
2024-01-24,SUV-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Surface Damage,3,9003,10,South
2024-07-17,Offroad-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Crack,2,23760,34,West
2024-05-05,SUV-B,Plant-A,Supplier-Alpha,Rear Bumper,Crack,3,17611,33,West
2024-10-31,SUV-B,Plant-C,Supplier-Alpha,Front Bumper,Crack,1,13453,28,North
2024-09-12,Offroad-A,Plant-A,Supplier-Beta,Dashboard Panel,Crack,7,15954,7,West
2024-03-15,Utility-A,Plant-C,Supplier-Alpha,Rear Bumper,Material Failure,5,23862,2,South
2024-04-19,SUV-A,Plant-B,Supplier-Gamma,Front Bumper,Crack,4,6376,35,North
2024-01-06,SUV-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Material Failure,3,16877,7,South
2024-02-09,Utility-A,Plant-D,Supplier-Alpha,Door Trim,Fitment Issue,6,22855,13,West
2024-12-02,SUV-B,Plant-D,Supplier-Beta,Dashboard Panel,Crack,6,12213,3,West
2024-07-23,Offroad-A,Plant-C,Supplier-Alpha,Dashboard Panel,Crack,2,6665,25,South
2024-12-30,SUV-A,Plant-C,Supplier-Alpha,Rear Bumper,Surface Damage,1,4830,7,East
2024-05-24,SUV-B,Plant-C,Supplier-Beta,Rear Bumper,Fitment Issue,5,4270,27,North
2024-11-02,SUV-B,Plant-D,Supplier-Gamma,Fender Cladding,Fitment Issue,7,8826,22,East
2024-01-02,SUV-B,Plant-B,Supplier-Beta,Dashboard Panel,Crack,6,7592,28,East
2024-06-06,Offroad-A,Plant-A,Supplier-Gamma,Fender Cladding,Fitment Issue,3,8780,5,South
2024-11-01,Offroad-A,Plant-A,Supplier-Gamma,Door Trim,Noise,1,18621,2,West
2024-08-15,Offroad-A,Plant-C,Supplier-Delta,Dashboard Panel,Surface Damage,6,22697,24,South
2024-07-17,Offroad-A,Plant-A,Supplier-Beta,Fender Cladding,Fitment Issue,3,16399,32,South
2024-09-08,Offroad-A,Plant-A,Supplier-Beta,Door Trim,Noise,3,16522,22,East
2024-03-23,Offroad-A,Plant-A,Supplier-Beta,Front Bumper,Crack,7,13669,6,North
2024-02-14,Utility-A,Plant-D,Supplier-Alpha,Fender Cladding,Surface Damage,3,7263,23,East
2024-07-17,SUV-B,Plant-D,Supplier-Gamma,Fender Cladding,Surface Damage,5,2247,14,North
2024-06-23,SUV-B,Plant-A,Supplier-Gamma,Rear Bumper,Surface Damage,5,5738,15,East
2024-02-02,Utility-A,Plant-B,Supplier-Gamma,Door Trim,Noise,4,18211,6,West
2024-12-19,SUV-A,Plant-B,Supplier-Beta,Rear Bumper,Material Failure,3,15441,22,West
2024-02-04,Utility-A,Plant-D,Supplier-Gamma,Fender Cladding,Surface Damage,1,15430,24,East
2024-07-10,SUV-A,Plant-B,Supplier-Gamma,Dashboard Panel,Noise,6,15731,14,East
2024-03-25,SUV-A,Plant-C,Supplier-Gamma,Front Bumper,Material Failure,2,5350,25,East
2024-12-09,Utility-A,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Noise,3,10539,27,North
2024-04-10,Utility-A,Plant-B,Supplier-Delta,Door Trim,Noise,4,21929,14,South
2024-11-11,Offroad-A,Plant-A,Supplier-Delta,Door Trim,Noise,6,14394,21,East
2024-07-27,Utility-A,Plant-B,Supplier-Beta,Front Bumper,Surface Damage,6,22465,17,South
2024-01-29,Offroad-A,Plant-A,Supplier-Delta,Front Bumper,Crack,7,13180,14,North
2024-09-30,Utility-A,Plant-A,Supplier-Alpha,Door Trim,Surface Damage,5,20994,33,South
2024-07-04,Utility-A,Plant-B,Supplier-Delta,Door Trim,Surface Damage,4,20763,9,South
2024-02-17,SUV-A,Plant-C,Supplier-Alpha,Front Bumper,Surface Damage,4,20344,18,West
2024-09-23,Utility-A,Plant-A,Supplier-Beta,Dashboard Panel,Surface Damage,3,8619,11,West
2024-06-18,SUV-A,Plant-A,Supplier-Alpha,Front Bumper,Material Failure,3,19802,29,West
2024-05-25,Offroad-A,Plant-D,Supplier-Gamma,Front Bumper,Material Failure,1,9141,5,East
2024-01-16,Utility-A,Plant-B,Supplier-Alpha,Fender Cladding,Noise,1,8636,24,East
2024-10-23,Offroad-A,Plant-D,Supplier-Delta,Dashboard Panel,Fitment Issue,4,2906,5,West
2024-02-12,Utility-A,Plant-A,Supplier-Alpha,Door Trim,Fitment Issue,1,3998,10,East
2024-12-12,Utility-A,Plant-A,Supplier-Gamma,Door Trim,Crack,6,23913,2,South
2024-10-13,SUV-B,Plant-D,Supplier-Gamma,Front Bumper,Noise,1,13676,23,West
2024-10-10,Utility-A,Plant-B,Supplier-Gamma,Rear Bumper,Crack,2,6505,32,South
2024-02-20,SUV-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Material Failure,1,21734,1,East
2024-01-27,Offroad-A,Plant-D,Supplier-Beta,Door Trim,Surface Damage,4,10138,32,South
2024-01-09,SUV-B,Plant-A,Supplier-Alpha,Fender Cladding,Crack,3,8019,18,West
2024-11-11,SUV-B,Plant-C,Supplier-Beta,Wheel Arch Cladding,Crack,5,6467,16,North
2024-09-08,Offroad-A,Plant-C,Supplier-Beta,Rear Bumper,Material Failure,3,3532,16,East
2024-08-20,Offroad-A,Plant-C,Supplier-Gamma,Dashboard Panel,Noise,4,14732,24,South
2024-08-06,SUV-B,Plant-B,Supplier-Alpha,Fender Cladding,Surface Damage,7,6128,19,North
2024-02-26,Utility-A,Plant-D,Supplier-Beta,Front Bumper,Surface Damage,5,23114,1,West
2024-06-23,SUV-B,Plant-B,Supplier-Delta,Rear Bumper,Noise,6,23942,11,North
2024-04-23,Utility-A,Plant-C,Supplier-Delta,Front Bumper,Material Failure,2,22163,19,West
2024-08-05,Offroad-A,Plant-B,Supplier-Delta,Fender Cladding,Material Failure,4,24243,5,West
2024-09-02,Utility-A,Plant-B,Supplier-Delta,Fender Cladding,Crack,4,9175,21,North
2024-03-08,Utility-A,Plant-B,Supplier-Delta,Front Bumper,Fitment Issue,6,10661,20,North
2024-11-02,Utility-A,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,4,15076,18,North
2024-02-27,SUV-A,Plant-B,Supplier-Beta,Door Trim,Material Failure,3,3373,34,East
2024-10-30,Utility-A,Plant-B,Supplier-Alpha,Door Trim,Noise,6,10312,23,North
2024-11-10,SUV-A,Plant-C,Supplier-Gamma,Dashboard Panel,Noise,7,12427,19,West
2024-03-16,Utility-A,Plant-C,Supplier-Beta,Fender Cladding,Fitment Issue,5,12077,10,South
2024-10-29,Utility-A,Plant-B,Supplier-Delta,Rear Bumper,Noise,2,15889,34,West
2024-04-20,SUV-A,Plant-D,Supplier-Alpha,Front Bumper,Noise,1,14065,21,South
2024-04-21,Utility-A,Plant-B,Supplier-Delta,Rear Bumper,Surface Damage,5,11181,15,North
2024-08-09,Utility-A,Plant-A,Supplier-Delta,Front Bumper,Noise,7,16143,22,North
2024-07-24,SUV-A,Plant-C,Supplier-Alpha,Rear Bumper,Surface Damage,4,11627,17,East
2024-03-12,SUV-A,Plant-D,Supplier-Beta,Dashboard Panel,Surface Damage,7,18004,7,North
2024-12-16,SUV-A,Plant-A,Supplier-Alpha,Front Bumper,Fitment Issue,4,4466,25,South
2024-01-02,SUV-A,Plant-A,Supplier-Gamma,Fender Cladding,Surface Damage,4,10328,22,East
2024-11-30,Utility-A,Plant-A,Supplier-Delta,Wheel Arch Cladding,Material Failure,7,16061,10,South
2024-07-07,Utility-A,Plant-D,Supplier-Gamma,Door Trim,Crack,4,14370,16,North
2024-02-09,Offroad-A,Plant-A,Supplier-Gamma,Rear Bumper,Surface Damage,7,12555,13,West
2024-06-19,Utility-A,Plant-C,Supplier-Gamma,Dashboard Panel,Material Failure,2,12502,35,West
2024-02-17,SUV-B,Plant-D,Supplier-Delta,Door Trim,Material Failure,3,12777,30,West
2024-07-18,SUV-B,Plant-C,Supplier-Delta,Rear Bumper,Noise,5,8221,5,North
2024-02-26,SUV-B,Plant-D,Supplier-Beta,Fender Cladding,Material Failure,2,6575,6,South
2024-07-14,Utility-A,Plant-C,Supplier-Beta,Dashboard Panel,Noise,2,5878,20,East
2024-01-12,SUV-B,Plant-D,Supplier-Alpha,Fender Cladding,Material Failure,2,24685,6,East
2024-11-19,Utility-A,Plant-A,Supplier-Alpha,Rear Bumper,Fitment Issue,2,23065,5,East
2024-06-27,SUV-A,Plant-C,Supplier-Delta,Rear Bumper,Fitment Issue,7,9973,7,West
2024-03-14,Utility-A,Plant-C,Supplier-Alpha,Rear Bumper,Fitment Issue,2,23316,15,East
2024-01-29,Offroad-A,Plant-C,Supplier-Gamma,Dashboard Panel,Fitment Issue,2,16277,18,West
2024-04-01,Utility-A,Plant-B,Supplier-Beta,Fender Cladding,Fitment Issue,2,13804,27,East
2024-10-11,SUV-B,Plant-A,Supplier-Delta,Wheel Arch Cladding,Material Failure,3,2043,23,West
2024-12-04,SUV-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Surface Damage,3,22983,29,East
2024-04-16,SUV-A,Plant-C,Supplier-Alpha,Rear Bumper,Surface Damage,6,23739,24,North
2024-09-03,SUV-A,Plant-D,Supplier-Beta,Front Bumper,Surface Damage,2,14382,25,East
2024-09-12,Offroad-A,Plant-A,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,4,11250,20,South
2024-04-07,Offroad-A,Plant-A,Supplier-Alpha,Fender Cladding,Fitment Issue,1,3945,21,North
2024-02-15,Offroad-A,Plant-C,Supplier-Beta,Fender Cladding,Material Failure,2,3911,2,South
2024-01-20,SUV-B,Plant-B,Supplier-Delta,Dashboard Panel,Surface Damage,5,8728,20,East
2024-02-28,SUV-B,Plant-C,Supplier-Gamma,Fender Cladding,Noise,5,3716,11,East
2024-08-27,Offroad-A,Plant-B,Supplier-Beta,Door Trim,Fitment Issue,2,17540,2,North
2024-02-05,Utility-A,Plant-A,Supplier-Delta,Door Trim,Crack,7,6876,15,East
2024-01-01,Offroad-A,Plant-A,Supplier-Gamma,Fender Cladding,Crack,3,9763,26,West
2024-12-11,Offroad-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Crack,6,5772,3,North
2024-10-26,Offroad-A,Plant-A,Supplier-Delta,Door Trim,Material Failure,5,17835,18,North
